hid_layers: 34-1-1 r2: -31.4037463146 pred[10]: [-0.95968062] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-51-1 r2: -0.0165960276947 pred[10]: [-6.63148975] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-101-1 r2: -0.0155024766045 pred[10]: [-6.7301569] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-151-1 r2: -0.0202115540876 pred[10]: [-6.82208443] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-201-1 r2: -0.0217808119542 pred[10]: [-6.84517336] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-251-1 r2: -0.0266338845534 pred[10]: [-6.87967253] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-301-1 r2: -0.0395857118856 pred[10]: [-6.94048548] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-351-1 r2: -0.0922521699727 pred[10]: [-7.04271126] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-401-1 r2: -0.104793626353 pred[10]: [-7.06863022] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-451-1 r2: -0.153251199345 pred[10]: [-7.15401459] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-501-1 r2: -0.196701873181 pred[10]: [-7.21607971] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-551-1 r2: -0.236423213022 pred[10]: [-7.27625132] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-601-1 r2: -0.273619256241 pred[10]: [-7.36370277] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-651-1 r2: -0.275516776695 pred[10]: [-7.35712337] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-701-1 r2: -0.286081877613 pred[10]: [-7.4087038] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-751-1 r2: -0.286750321519 pred[10]: [-7.39661407] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-801-1 r2: -0.279274477946 pred[10]: [-7.42840624] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-851-1 r2: -0.27493109801 pred[10]: [-7.42908287] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-901-1 r2: -0.273143321007 pred[10]: [-7.41944122] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-951-1 r2: -0.26108093349 pred[10]: [-7.42487144] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1001-1 r2: -0.258297974041 pred[10]: [-7.43643093] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1051-1 r2: -0.256594652591 pred[10]: [-7.41839695] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1101-1 r2: -0.255536069954 pred[10]: [-7.42294645] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1151-1 r2: -0.251738098464 pred[10]: [-7.42565966] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1201-1 r2: -0.244683071212 pred[10]: [-7.41415501] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1251-1 r2: -0.241251376038 pred[10]: [-7.41907501] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1301-1 r2: -0.238858631854 pred[10]: [-7.4355917] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1351-1 r2: -0.23635872746 pred[10]: [-7.43846083] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1401-1 r2: -0.232348070232 pred[10]: [-7.43369579] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1451-1 r2: -0.228128981217 pred[10]: [-7.44302702] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1501-1 r2: -0.228301835347 pred[10]: [-7.44077063] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1551-1 r2: -0.228164402634 pred[10]: [-7.44969225] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1601-1 r2: -0.218389188389 pred[10]: [-7.43488884] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1651-1 r2: -0.216671542961 pred[10]: [-7.41245174] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1701-1 r2: -0.214663091987 pred[10]: [-7.40277672] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1751-1 r2: -0.208938857008 pred[10]: [-7.40420485] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1801-1 r2: -0.205376470024 pred[10]: [-7.38357973] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1851-1 r2: -0.183365092262 pred[10]: [-7.33033752] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
hid_layers: 34-1901-1 r2: -0.190546732003 pred[10]: [-7.35116482] actl[10]: [-6.7] train_size: 250 test_size: 4000 epochs: 3 batch_size: 5
